Ticker,close,date,high,low,month,open,volume,filename,stockyear,stockmonth,yearly_return,monthly_return,daily_return,cumulative_return,volatility,Company,Sector
ADANIENT,2225.4,2023-11-15 05:30:00,2250.0,2220.5,2023-11,2240.0,696475,2023-11-15_05-30-00.yaml,2023,11,0.193402451,0.063703603,0.005307976,-0.067797674,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2205.9,2023-11-16 05:30:00,2232.8,2196.1,2023-11,2226.0,1307584,2023-11-16_05-30-00.yaml,2023,11,0.193402451,0.063703603,-0.00876247,-0.075966069,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2208.8,2023-11-17 05:30:00,2237.95,2201.0,2023-11,2205.9,916518,2023-11-17_05-30-00.yaml,2023,11,0.193402451,0.063703603,0.001314656,-0.074751282,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2149.85,2023-11-20 05:30:00,2218.5,2142.0,2023-11,2211.0,1577213,2023-11-20_05-30-00.yaml,2023,11,0.193402451,0.063703603,-0.0266887,-0.099444968,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2196.65,2023-11-21 05:30:00,2232.55,2158.35,2023-11,2160.0,1839502,2023-11-21_05-30-00.yaml,2023,11,0.193402451,0.063703603,0.021768961,-0.07984082,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2172.65,2023-11-22 05:30:00,2225.0,2153.5,2023-11,2205.15,1247205,2023-11-22_05-30-00.yaml,2023,11,0.193402451,0.063703603,-0.010925728,-0.089894229,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2175.25,2023-11-23 05:30:00,2190.0,2160.6,2023-11,2190.0,729114,2023-11-23_05-30-00.yaml,2023,11,0.193402451,0.063703603,0.001196695,-0.08880511,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2225.45,2023-11-24 05:30:00,2251.95,2160.9,2023-11,2179.0,1946259,2023-11-24_05-30-00.yaml,2023,11,0.193402451,0.063703603,0.023077807,-0.06777673,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2423.5,2023-11-28 05:30:00,2512.4,2275.0,2023-11,2301.0,11972275,2023-11-28_05-30-00.yaml,2023,11,0.193402451,0.063703603,0.088993237,0.015184836,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2396.6,2023-11-29 05:30:00,2477.65,2390.0,2023-11,2468.7,4561574,2023-11-29_05-30-00.yaml,2023,11,0.193402451,0.063703603,-0.011099649,0.003916641,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2358.55,2023-11-30 05:30:00,2409.0,2343.05,2023-11,2400.05,2983879,2023-11-30_05-30-00.yaml,2023,11,0.193402451,0.063703603,-0.015876659,-0.012022201,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2362.7,2023-12-01 05:30:00,2403.35,2354.1,2023-12,2370.0,1792983,2023-12-01_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.001759556,-0.010283799,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2531.2,2023-12-04 05:30:00,2595.0,2487.45,2023-12,2549.95,5681516,2023-12-04_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.071316714,0.060299508,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2959.35,2023-12-05 05:30:00,2999.9,2531.2,2023-12,2531.2,22879079,2023-12-05_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.16914902,0.239648131,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2883.95,2023-12-06 05:30:00,3154.55,2844.85,2023-12,3080.0,19355777,2023-12-06_05-30-00.yaml,2023,12,0.193402451,0.205802683,-0.025478568,0.208063672,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2887.15,2023-12-07 05:30:00,2945.9,2853.05,2023-12,2900.0,6325887,2023-12-07_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.001109589,0.209404126,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2822.15,2023-12-08 05:30:00,2927.0,2760.0,2023-12,2902.7,6959428,2023-12-08_05-30-00.yaml,2023,12,0.193402451,0.205802683,-0.022513551,0.182176144,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2855.8,2023-12-11 05:30:00,2919.9,2811.05,2023-12,2837.05,5064123,2023-12-11_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.011923533,0.196271861,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2857.65,2023-12-12 05:30:00,2895.95,2840.55,2023-12,2869.1,2017772,2023-12-12_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.000647804,0.19704681,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2875.05,2023-12-13 05:30:00,2899.1,2805.0,2023-12,2860.0,2805832,2023-12-13_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.006088919,0.204335531,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2894.05,2023-12-14 05:30:00,2932.95,2887.0,2023-12,2900.95,3224681,2023-12-14_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.006608581,0.21229448,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2991.8,2023-12-15 05:30:00,3000.0,2893.9,2023-12,2912.05,4921484,2023-12-15_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.033776196,0.253241176,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2980.6,2023-12-18 05:30:00,3027.75,2961.1,2023-12,2993.95,2315922,2023-12-18_05-30-00.yaml,2023,12,0.193402451,0.205802683,-0.003743566,0.248549585,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2941.25,2023-12-19 05:30:00,2994.35,2915.0,2023-12,2988.8,1741493,2023-12-19_05-30-00.yaml,2023,12,0.193402451,0.205802683,-0.01320204,0.232066184,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2783.85,2023-12-20 05:30:00,2968.0,2766.2,2023-12,2946.0,3417739,2023-12-20_05-30-00.yaml,2023,12,0.193402451,0.205802683,-0.053514662,0.166132578,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2799.75,2023-12-21 05:30:00,2821.95,2725.0,2023-12,2750.0,2678577,2023-12-21_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.005711515,0.172792962,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2808.35,2023-12-22 05:30:00,2847.6,2791.4,2023-12,2815.95,1513956,2023-12-22_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.003071703,0.176395434,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2865.45,2023-12-26 05:30:00,2893.75,2800.1,2023-12,2817.0,2048484,2023-12-26_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.020332224,0.200314169,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2843.35,2023-12-27 05:30:00,2894.8,2833.6,2023-12,2880.7,1698325,2023-12-27_05-30-00.yaml,2023,12,0.193402451,0.205802683,-0.007712576,0.191056655,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2809.9,2023-12-28 05:30:00,2867.35,2800.1,2023-12,2855.0,4102912,2023-12-28_05-30-00.yaml,2023,12,0.193402451,0.205802683,-0.011764292,0.177044717,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2848.95,2023-12-29 05:30:00,2863.3,2802.85,2023-12,2823.9,1507086,2023-12-29_05-30-00.yaml,2023,12,0.193402451,0.205802683,0.013897292,0.193402451,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2917.2,2024-01-01 05:30:00,2947.0,2842.05,2024-01,2852.3,2898619,2024-01-01_05-30-00.yaml,2024,1,-0.236253942,0.077060195,0.023956194,0.221991831,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2932.4,2024-01-02 05:30:00,2948.2,2841.0,2024-01,2922.0,2671368,2024-01-02_05-30-00.yaml,2024,1,-0.236253942,0.077060195,0.005210476,0.22835899,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3003.0,2024-01-03 05:30:00,3199.0,2955.6,2024-01,3047.0,19725411,2024-01-03_05-30-00.yaml,2024,1,-0.236253942,0.077060195,0.024075842,0.257932767,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2998.3,2024-01-04 05:30:00,3044.45,2990.0,2024-01,3039.4,2975620,2024-01-04_05-30-00.yaml,2024,1,-0.236253942,0.077060195,-0.001565102,0.255963974,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3006.6,2024-01-05 05:30:00,3066.9,2981.1,2024-01,3009.95,3219949,2024-01-05_05-30-00.yaml,2024,1,-0.236253942,0.077060195,0.002768235,0.259440778,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2963.5,2024-01-08 05:30:00,3027.0,2952.95,2024-01,3020.0,1849061,2024-01-08_05-30-00.yaml,2024,1,-0.236253942,0.077060195,-0.014335129,0.241386532,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3014.6,2024-01-09 05:30:00,3068.8,2980.0,2024-01,2990.7,2885706,2024-01-09_05-30-00.yaml,2024,1,-0.236253942,0.077060195,0.017243125,0.262791915,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3098.2,2024-01-10 05:30:00,3112.0,3020.05,2024-01,3024.0,3590297,2024-01-10_05-30-00.yaml,2024,1,-0.236253942,0.077060195,0.027731706,0.297811289,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3080.9,2024-01-11 05:30:00,3129.0,3065.0,2024-01,3120.0,2008103,2024-01-11_05-30-00.yaml,2024,1,-0.236253942,0.077060195,-0.005583887,0.290564457,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3104.1,2024-01-12 05:30:00,3125.0,3068.2,2024-01,3096.35,1795933,2024-01-12_05-30-00.yaml,2024,1,-0.236253942,0.077060195,0.007530267,0.300282752,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3089.5,2024-01-15 05:30:00,3130.0,3067.45,2024-01,3127.0,1407007,2024-01-15_05-30-00.yaml,2024,1,-0.236253942,0.077060195,-0.004703457,0.294166928,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3056.5,2024-01-16 05:30:00,3104.5,3035.0,2024-01,3095.0,2515564,2024-01-16_05-30-00.yaml,2024,1,-0.236253942,0.077060195,-0.01068134,0.280343491,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2971.05,2024-01-17 05:30:00,3045.0,2946.3,2024-01,3033.0,2897218,2024-01-17_05-30-00.yaml,2024,1,-0.236253942,0.077060195,-0.027956813,0.244549168,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2918.9,2024-01-18 05:30:00,2985.0,2885.1,2024-01,2975.55,2552342,2024-01-18_05-30-00.yaml,2024,1,-0.236253942,0.077060195,-0.017552717,0.222703949,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2915.65,2024-01-19 05:30:00,2949.45,2903.05,2024-01,2945.35,2014096,2024-01-19_05-30-00.yaml,2024,1,-0.236253942,0.077060195,-0.001113433,0.22134255,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2987.9,2024-01-20 05:30:00,3015.85,2890.5,2024-01,2930.0,1878793,2024-01-20_05-30-00.yaml,2024,1,-0.236253942,0.077060195,0.024780066,0.251607499,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2896.55,2024-01-23 05:30:00,3014.95,2885.5,2024-01,3014.95,1827002,2024-01-23_05-30-00.yaml,2024,1,-0.236253942,0.077060195,-0.030573312,0.213341712,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2903.45,2024-01-24 05:30:00,2929.1,2871.25,2024-01,2901.0,5807940,2024-01-24_05-30-00.yaml,2024,1,-0.236253942,0.077060195,0.002382144,0.216232067,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,2893.6,2024-01-25 05:30:00,2926.35,2804.4,2024-01,2903.45,2601969,2024-01-25_05-30-00.yaml,2024,1,-0.236253942,0.077060195,-0.003392516,0.21210598,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3064.65,2024-01-29 05:30:00,3092.7,2923.05,2024-01,2929.0,4402976,2024-01-29_05-30-00.yaml,2024,1,-0.236253942,0.077060195,0.059113215,0.283757461,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3091.1,2024-01-30 05:30:00,3129.9,3020.9,2024-01,3081.0,3115506,2024-01-30_05-30-00.yaml,2024,1,-0.236253942,0.077060195,0.008630676,0.294837156,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3142.0,2024-01-31 05:30:00,3151.7,3072.4,2024-01,3092.75,2671051,2024-01-31_05-30-00.yaml,2024,1,-0.236253942,0.077060195,0.01646663,0.31615876,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3153.5,2024-02-01 05:30:00,3236.95,3083.05,2024-02,3156.9,4686595,2024-02-01_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.003660089,0.320976019,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3157.45,2024-02-02 05:30:00,3208.5,3140.0,2024-02,3184.95,2708695,2024-02-02_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.001252577,0.322630643,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3173.45,2024-02-05 05:30:00,3229.4,3151.45,2024-02,3170.0,2191195,2024-02-05_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.00506738,0.329332915,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3203.75,2024-02-06 05:30:00,3228.2,3160.0,2024-02,3183.9,2078891,2024-02-06_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.009547968,0.342025343,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3229.85,2024-02-07 05:30:00,3277.95,3210.0,2024-02,3220.05,2095911,2024-02-07_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.008146703,0.352958425,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3168.6,2024-02-08 05:30:00,3245.6,3146.1,2024-02,3245.6,1679004,2024-02-08_05-30-00.yaml,2024,2,-0.236253942,0.041826542,-0.018963729,0.327301288,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3215.2,2024-02-09 05:30:00,3224.95,3121.2,2024-02,3184.45,1572789,2024-02-09_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.014706811,0.346821657,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3169.75,2024-02-12 05:30:00,3241.95,3160.0,2024-02,3229.0,1083138,2024-02-12_05-30-00.yaml,2024,2,-0.236253942,0.041826542,-0.014135979,0.327783014,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3178.45,2024-02-13 05:30:00,3194.0,3092.05,2024-02,3180.0,1225207,2024-02-13_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.002744696,0.331427375,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3207.2,2024-02-14 05:30:00,3255.25,3169.85,2024-02,3184.0,1741264,2024-02-14_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.009045289,0.343470521,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3193.8,2024-02-15 05:30:00,3252.75,3184.05,2024-02,3219.85,2035204,2024-02-15_05-30-00.yaml,2024,2,-0.236253942,0.041826542,-0.004178099,0.337857368,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3223.6,2024-02-16 05:30:00,3252.3,3192.65,2024-02,3214.0,2193673,2024-02-16_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.009330578,0.35034035,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3258.8,2024-02-19 05:30:00,3308.6,3235.8,2024-02,3240.0,1779444,2024-02-19_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.010919469,0.36508535,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3228.6,2024-02-20 05:30:00,3269.8,3210.15,2024-02,3267.0,1467630,2024-02-20_05-30-00.yaml,2024,2,-0.236253942,0.041826542,-0.009267215,0.35243481,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3223.2,2024-02-21 05:30:00,3300.0,3205.0,2024-02,3238.0,1657021,2024-02-21_05-30-00.yaml,2024,2,-0.236253942,0.041826542,-0.001672552,0.350172793,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3263.05,2024-02-22 05:30:00,3274.0,3210.5,2024-02,3239.0,1138722,2024-02-22_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.01236349,0.366865641,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3273.3,2024-02-23 05:30:00,3319.95,3225.1,2024-02,3263.05,1975035,2024-02-23_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.003141233,0.371159284,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3327.75,2024-02-26 05:30:00,3344.0,3263.0,2024-02,3272.0,1695378,2024-02-26_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.016634589,0.393967955,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3302.3,2024-02-27 05:30:00,3340.0,3273.0,2024-02,3339.0,1125570,2024-02-27_05-30-00.yaml,2024,2,-0.236253942,0.041826542,-0.00764781,0.383307153,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3219.0,2024-02-28 05:30:00,3318.8,3207.5,2024-02,3309.2,1358879,2024-02-28_05-30-00.yaml,2024,2,-0.236253942,0.041826542,-0.025224843,0.348413447,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3285.4,2024-02-29 05:30:00,3304.75,3205.35,2024-02,3220.05,1352988,2024-02-29_05-30-00.yaml,2024,2,-0.236253942,0.041826542,0.020627524,0.376227878,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3318.75,2024-03-01 05:30:00,3346.0,3281.8,2024-03,3309.85,1161067,2024-03-01_05-30-00.yaml,2024,3,-0.236253942,-0.036655367,0.010150971,0.390197928,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3333.25,2024-03-02 05:30:00,3348.7,3321.5,2024-03,3332.0,119511,2024-03-02_05-30-00.yaml,2024,3,-0.236253942,-0.036655367,0.004369115,0.396271862,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3317.15,2024-03-04 05:30:00,3350.0,3310.05,2024-03,3335.0,1061244,2024-03-04_05-30-00.yaml,2024,3,-0.236253942,-0.036655367,-0.004830121,0.3895277,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3310.2,2024-03-05 05:30:00,3334.0,3295.05,2024-03,3325.3,1190416,2024-03-05_05-30-00.yaml,2024,3,-0.236253942,-0.036655367,-0.002095172,0.386616401,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3233.95,2024-03-06 05:30:00,3323.0,3183.15,2024-03,3323.0,1935203,2024-03-06_05-30-00.yaml,2024,3,-0.236253942,-0.036655367,-0.023034862,0.354675883,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3226.55,2024-03-07 05:30:00,3262.0,3220.0,2024-03,3240.0,856328,2024-03-07_05-30-00.yaml,2024,3,-0.236253942,-0.036655367,-0.002288223,0.351576083,0.028600524,ADANI ENTERPRISES LTD,TRADING 
ADANIENT,3207.35,2024-03-11 05:30:00,3259.0,3200.0,2024-03,3241.2,738851,2024-03-11_05-30-00.yaml,2024,3,-0.236253942,-0.036655367,-0.005950628,0.343533356,0.028600524,ADANI ENTERPRISES LTD,TRADING 
